"subject","subject_id","paper_code","phase","question_number","display_order","source_question_ref","topic","microtopic","microtopic_slug","question_id","stem_excerpt"
"Agriculture & Rural Development","dd3d3bf2-9da6-4525-a19f-48bf047adb35","NABARD-P2-ARD-2020","2","6","6","ARD-2020-Q006","Forestry and Agroforestry","Agroforestry systems","ard-agroforestry-systems-ef1aa2d0","2eb6a5eb-18d2-48b1-8857-7b61183c487d","Q.6) What is the kind of forestry system which contains Trees, Crops, Pasteur for livestock?"
"Agriculture & Rural Development","dd3d3bf2-9da6-4525-a19f-48bf047adb35","NABARD-P2-ARD-2020","2","7","7","ARD-2020-Q007","Forestry and Agroforestry","Forest management and community forestry","ard-forest-management-and-community-forestry-39e845dd","f325ef63-e37c-4586-8049-3b1b1fbcafa6","Q.7) What is the kind of forestry system- for the community, to the community and by the community?"
"Agriculture & Rural Development","dd3d3bf2-9da6-4525-a19f-48bf047adb35","NABARD-P2-ARD-2020","2","8","8","ARD-2020-Q008","Agricultural Economics, Credit and Marketing","Operational land holdings and farm size classification","ard-operational-land-holdings-and-farm-size-classification-b394fb0e","cded986c-43c8-4be9-906f-b14c9f1c19d0","Q.8) As per the classification of type of farmers in India based land holding, what would be the land holding of margina"
"Agriculture & Rural Development","dd3d3bf2-9da6-4525-a19f-48bf047adb35","NABARD-P2-ARD-2020","2","9","9","ARD-2020-Q009","Animal Husbandry, Dairy and Poultry","Cattle breeds","ard-cattle-breeds-c6fbb93e","40e3ea33-421f-4749-bbe6-1c0943bae764","Q.9) Which is the best milk yielding indigenous breed of cattle?"
"Agriculture & Rural Development","dd3d3bf2-9da6-4525-a19f-48bf047adb35","NABARD-P2-ARD-2020","2","10","10","ARD-2020-Q010","Animal Husbandry, Dairy and Poultry","Sheep and goat breeds","ard-sheep-and-goat-breeds-8d8a2774","336bf21b-6201-49e2-b33b-1e76fd0e0601","Q.10) Which of the following breeds of sheep is famous for its finest carpet wool?"
"Agriculture & Rural Development","dd3d3bf2-9da6-4525-a19f-48bf047adb35","NABARD-P2-ARD-2020","2","11","11","ARD-2020-Q011","Soil Science, Water and Agro-meteorology","Soil classification systems and soil orders","ard-soil-classification-systems-and-soil-orders-6d6328e0","12a43f9a-cbdc-470f-9ad1-81bf1215fcd3","Q.11) Which type of soil classification is acceptable for soils in India?"
"Agriculture & Rural Development","dd3d3bf2-9da6-4525-a19f-48bf047adb35","NABARD-P2-ARD-2020","2","12","12","ARD-2020-Q012","Soil Science, Water and Agro-meteorology","Soil types and their distribution in India","ard-soil-types-and-their-distribution-in-india-f1275c3b","cb98b623-c208-4efc-8235-54075f5239fa","Q.12) Which type of soils occupy the maximum area in India?"
"Agriculture & Rural Development","dd3d3bf2-9da6-4525-a19f-48bf047adb35","NABARD-P2-ARD-2020","2","13","13","ARD-2020-Q013","Soil Science, Water and Agro-meteorology","Soil classification systems and soil orders","ard-soil-classification-systems-and-soil-orders-6d6328e0","efb8b3a9-f6f0-4c18-9480-bd06519a2bdd","Q.13) What is the soil order that is low in plant nutrients but high in Boron?"
"Agriculture & Rural Development","dd3d3bf2-9da6-4525-a19f-48bf047adb35","NABARD-P2-ARD-2020","2","14","14","ARD-2020-Q014","Soil Science, Water and Agro-meteorology","Soil physical properties and soil moisture","ard-soil-physical-properties-and-soil-moisture-6599130c","953d413b-2af4-44f8-9a9c-e916e76838ae","Q.14) What is the amount of soil moisture present in each volume of soil at a given time?"
"Agriculture & Rural Development","dd3d3bf2-9da6-4525-a19f-48bf047adb35","NABARD-P2-ARD-2020","2","15","15","ARD-2020-Q015","Soil Science, Water and Agro-meteorology","Irrigation coverage and statistics","ard-irrigation-coverage-and-statistics-e7ab50cf","11565e98-3865-4c57-9807-f73580b564d5","Q.15) In India, net irrigated area has increased over time. Gross irrigation area is more than net irrigation area. Para"
"Agriculture & Rural Development","dd3d3bf2-9da6-4525-a19f-48bf047adb35","NABARD-P2-ARD-2020","2","16","16","ARD-2020-Q016","Soil Science, Water and Agro-meteorology","Irrigation coverage and statistics","ard-irrigation-coverage-and-statistics-e7ab50cf","05cdbb35-80b7-428f-b7ba-b00608b73aec","Q.16) The proportion area irrigated is high in which state?"
"Agriculture & Rural Development","dd3d3bf2-9da6-4525-a19f-48bf047adb35","NABARD-P2-ARD-2020","2","17","17","ARD-2020-Q017","Agricultural Engineering, Mechanisation and Extension","Post-harvest storage, grading and losses","ard-post-harvest-storage-grading-and-losses-cb1ee86d","efce24c4-16ac-4fc0-b215-fd42841a29ba","Q.17) What is post-harvest loss of vegetables and fruits in India?"
"Agriculture & Rural Development","dd3d3bf2-9da6-4525-a19f-48bf047adb35","NABARD-P2-ARD-2020","2","18","18","ARD-2020-Q018","Horticulture and Plantation Crops","Post-harvest physiology, maturity and ripening","ard-post-harvest-physiology-maturity-and-ripening-b99c260f","f3a9df8d-7f09-4a41-b6fc-abca242e2e43","Q.18) Which of the following pairs of fruits are semi-perishable?"
"Agriculture & Rural Development","dd3d3bf2-9da6-4525-a19f-48bf047adb35","NABARD-P2-ARD-2020","2","19","19","ARD-2020-Q019","Horticulture and Plantation Crops","Post-harvest physiology, maturity and ripening","ard-post-harvest-physiology-maturity-and-ripening-b99c260f","fc6e9cfb-da2e-4904-8919-e013a2663e5a","Q.19) Which type or section of Maturity index of Jackfruit which differentiates from mango?"
"Agriculture & Rural Development","dd3d3bf2-9da6-4525-a19f-48bf047adb35","NABARD-P2-ARD-2020","2","20","20","ARD-2020-Q020","Agronomy and Crop Production","Cropping systems and cropping patterns","ard-cropping-systems-and-cropping-patterns-97da95cc","b8d5edbc-2b9e-4cef-928d-357d8ef1a27f","Q.20) What is the cropping pattern of Sugarcane with a short span crop orop that can be harvested even before Sugarcane "
"Agriculture & Rural Development","dd3d3bf2-9da6-4525-a19f-48bf047adb35","NABARD-P2-ARD-2020","2","21","21","ARD-2020-Q021","Agronomy and Crop Production","Cropping systems and cropping patterns","ard-cropping-systems-and-cropping-patterns-97da95cc","582a5581-b68c-4b48-8665-a17dfe23ba20","Q.21) Which of the following cropping system is highest in India?"
"Agriculture & Rural Development","dd3d3bf2-9da6-4525-a19f-48bf047adb35","NABARD-P2-ARD-2020","2","22","22","ARD-2020-Q022","Agronomy and Crop Production","Cropping systems and cropping patterns","ard-cropping-systems-and-cropping-patterns-97da95cc","83d8e21d-7a7b-4869-8153-93c165babf38","Q.22)Which cereal cropping system after rice and wheat combinations has highest area under cultivation?"
"Agriculture & Rural Development","dd3d3bf2-9da6-4525-a19f-48bf047adb35","NABARD-P2-ARD-2020","2","23","23","ARD-2020-Q023","Animal Husbandry, Dairy and Poultry","Poultry production and management","ard-poultry-production-and-management-23203b34","1f836f35-8c75-4955-8f8f-4f667bb77332","Q.23)Broilers are marketed between ___________weeks of age?"
"Agriculture & Rural Development","dd3d3bf2-9da6-4525-a19f-48bf047adb35","NABARD-P2-ARD-2020","2","28","28","ARD-2020-Q028","Agricultural Economics, Credit and Marketing","Kisan Credit Card and agricultural credit targets","ard-kisan-credit-card-and-agricultural-credit-targets-1b663009","a40ebc75-4bdc-4c67-8743-8a23af38394c","Q.28) Which of the following is NOT the feature of KCC? 1) A loan of 3 lakh can be sanctioned 2) No collateral will be r"
"Agriculture & Rural Development","dd3d3bf2-9da6-4525-a19f-48bf047adb35","NABARD-P2-ARD-2020","2","30","30","ARD-2020-Q030","Agricultural Economics, Credit and Marketing","Production economics and factors of production","ard-production-economics-and-factors-of-production-fffc9645","87687b7e-13dc-41d7-976b-805da490d6e9","Q.30)Which of the following statements are INCORRECT about Production Function Curve? 1) The graph shows short raw funct"
"Agriculture & Rural Development","dd3d3bf2-9da6-4525-a19f-48bf047adb35","NABARD-P2-ARD-2021","2","1","1","ARD-2021-Q001","Horticulture and Plantation Crops","Horticulture production statistics","ard-horticulture-production-statistics-4130b769","e3840855-c7b0-4170-8409-7e6b63338437","Q.1) As per recently released “2nd advance estimate of area and production of Horticultural crops for the year 2020-21”,"
"Agriculture & Rural Development","dd3d3bf2-9da6-4525-a19f-48bf047adb35","NABARD-P2-ARD-2021","2","2","2","ARD-2021-Q002","Horticulture and Plantation Crops","Horticulture information systems","ard-horticulture-information-systems-2cd5dc9f","344783a0-3061-42f0-8665-3be8c0c503c0","Q.2) Which one of the following portals has been launched to provide information on horticulture assessment management u"
"Agriculture & Rural Development","dd3d3bf2-9da6-4525-a19f-48bf047adb35","NABARD-P2-ARD-2021","2","3","3","ARD-2021-Q003","Horticulture and Plantation Crops","Horticulture production statistics","ard-horticulture-production-statistics-4130b769","fbadd367-ee5e-4ba5-99fc-75d4d410b83d","Q.3) As per recently released 2nd advance estimate of area and production of horticultural crops for the year 2020-21, w"
"Agriculture & Rural Development","dd3d3bf2-9da6-4525-a19f-48bf047adb35","NABARD-P2-ARD-2021","2","4","4","ARD-2021-Q004","Agronomy and Crop Production","Organic and natural farming","ard-organic-and-natural-farming-dd64ed70","f6624695-c999-4b71-99ec-08f2691c564d","Q.4) Which of the following Indian state is the first to become completely organic?"
"Agriculture & Rural Development","dd3d3bf2-9da6-4525-a19f-48bf047adb35","NABARD-P2-ARD-2021","2","5","5","ARD-2021-Q005","Agronomy and Crop Production","Organic and natural farming","ard-organic-and-natural-farming-dd64ed70","c646bbbe-66df-49ac-a923-e30780556cf5","Q.5) Which of the following scheme is associated with organic farming in India?"
"Agriculture & Rural Development","dd3d3bf2-9da6-4525-a19f-48bf047adb35","NABARD-P2-ARD-2021","2","6","6","ARD-2021-Q006","Agronomy and Crop Production","Organic and natural farming","ard-organic-and-natural-farming-dd64ed70","beb52192-3ea4-447e-9c96-ccccd5311e81","Q.6) Which amongst the following states has largest area under organic farming?"
"Agriculture & Rural Development","dd3d3bf2-9da6-4525-a19f-48bf047adb35","NABARD-P2-ARD-2021","2","7","7","ARD-2021-Q007","Agronomy and Crop Production","Organic and natural farming","ard-organic-and-natural-farming-dd64ed70","dd568558-47b3-41d8-9fd6-c291bae84dc6","Q.7) Which of the following is the single largest category of crops under organic farming in terms of commodities?"
"Agriculture & Rural Development","dd3d3bf2-9da6-4525-a19f-48bf047adb35","NABARD-P2-ARD-2021","2","8","8","ARD-2021-Q008","Horticulture and Plantation Crops","Tissue culture and nursery techniques","ard-tissue-culture-and-nursery-techniques-e76e2be1","7b181ec8-1a4c-4d41-ba88-64308e2b8e21","Q.8) What is the name of process where the plants are isolated and acclimatized to the climate where they are grown?"
"Agriculture & Rural Development","dd3d3bf2-9da6-4525-a19f-48bf047adb35","NABARD-P2-ARD-2021","2","9","9","ARD-2021-Q009","Soil Science, Water and Agro-meteorology","Soil conservation and erosion control","ard-soil-conservation-and-erosion-control-b50e6128","2599ed43-744a-43af-a6ea-6620b853b5e0","Q.9) The Branch of Agriculture that deals with management of soil and water is called as?"
"Agriculture & Rural Development","dd3d3bf2-9da6-4525-a19f-48bf047adb35","NABARD-P2-ARD-2021","2","10","10","ARD-2021-Q010","Forestry and Agroforestry","Types of forestry and social forestry","ard-types-of-forestry-and-social-forestry-d739d142","56508bf4-a777-42b6-85a9-074ac406d2be","Q.10) The practice of forestry in areas devoid of tree growth and other vegetation situated in places away from the conv"
"Agriculture & Rural Development","dd3d3bf2-9da6-4525-a19f-48bf047adb35","NABARD-P2-ARD-2021","2","11","11","ARD-2021-Q011","Soil Science, Water and Agro-meteorology","Irrigation and groundwater schemes","ard-irrigation-and-groundwater-schemes-8c00e4e2","414da08b-6a53-40ec-88ad-df76557bde75","Q.11) Which of the following schemes has been formulated with the vision of extending the coverage of irrigation and imp"
"Agriculture & Rural Development","dd3d3bf2-9da6-4525-a19f-48bf047adb35","NABARD-P2-ARD-2021","2","12","12","ARD-2021-Q012","Rural Development, Schemes and Institutions","Food security and the public distribution system","ard-food-security-and-the-public-distribution-system-da810701","69338860-69c2-457b-92be-9487faf93144","Q.12) Name the mobile app recently launched by government in order to facilitate the ‘One Nation-One Ration Card’ system"
"Agriculture & Rural Development","dd3d3bf2-9da6-4525-a19f-48bf047adb35","NABARD-P2-ARD-2021","2","13","13","ARD-2021-Q013","Soil Science, Water and Agro-meteorology","Soil classification systems and soil orders","ard-soil-classification-systems-and-soil-orders-6d6328e0","52f76edd-ef63-46c2-a389-5074a7f37043","Q.13) Soil that comprises of both sand, silt and organic matter is termed as................"
"Agriculture & Rural Development","dd3d3bf2-9da6-4525-a19f-48bf047adb35","NABARD-P2-ARD-2021","2","14","14","ARD-2021-Q014","Agronomy and Crop Production","Cropping systems and cropping patterns","ard-cropping-systems-and-cropping-patterns-97da95cc","baff7cd4-39b7-4517-aa4d-1f871ecce06e","Q.14) What is the cropping pattern of Sugarcane with a short span crop orop that can be harvested even before Sugarcane "
"Agriculture & Rural Development","dd3d3bf2-9da6-4525-a19f-48bf047adb35","NABARD-P2-ARD-2021","2","15","15","ARD-2021-Q015","Agricultural Engineering, Mechanisation and Extension","Tillage systems and practices","ard-tillage-systems-and-practices-14643597","8a2a44f7-699c-46dd-8e4d-e36737f6fae2","Q.15) In which form of tillage is the soil left undisturbed from harvest to planting except for nutrient injection?"
"Agriculture & Rural Development","dd3d3bf2-9da6-4525-a19f-48bf047adb35","NABARD-P2-ARD-2022","2","1","1","ARD-2022-Q001","Animal Husbandry, Dairy and Poultry","Livestock reproduction and gestation","ard-livestock-reproduction-and-gestation-af5125a2","ce0635d6-758b-4320-af89-7d6dcde9d139","Q.1)The Process of parturition (Act of giving birth) in pig is called ____"
"Agriculture & Rural Development","dd3d3bf2-9da6-4525-a19f-48bf047adb35","NABARD-P2-ARD-2022","2","2","2","ARD-2022-Q002","Animal Husbandry, Dairy and Poultry","Livestock reproduction and gestation","ard-livestock-reproduction-and-gestation-af5125a2","2dfc4cc6-8032-4d6f-824f-90ddab5e2f36","Q.2) The Gestation period in swine is _____"
"Agriculture & Rural Development","dd3d3bf2-9da6-4525-a19f-48bf047adb35","NABARD-P2-ARD-2022","2","3","3","ARD-2022-Q003","Animal Husbandry, Dairy and Poultry","Livestock reproduction and gestation","ard-livestock-reproduction-and-gestation-af5125a2","6a5d591e-0c7a-44a9-8e42-1d17c805efef","Q.3)The Parturition process in swine generally takes place during"
"Agriculture & Rural Development","dd3d3bf2-9da6-4525-a19f-48bf047adb35","NABARD-P2-ARD-2022","2","4","4","ARD-2022-Q004","Animal Husbandry, Dairy and Poultry","Poultry housing systems","ard-poultry-housing-systems-b35c4156","174a540c-0e38-4d55-b197-e9261161a1f1","Q.4) The usual floor space is __1.___and the height, 17 inches."
"Agriculture & Rural Development","dd3d3bf2-9da6-4525-a19f-48bf047adb35","NABARD-P2-ARD-2022","2","5","5","ARD-2022-Q005","Animal Husbandry, Dairy and Poultry","Poultry housing systems","ard-poultry-housing-systems-b35c4156","d1cdc61c-81c8-495f-9ecc-3c7674dc24fb","Q.5) Pullets, which are more often used than birds of over _2.___should be placed in the cages."
"Agriculture & Rural Development","dd3d3bf2-9da6-4525-a19f-48bf047adb35","NABARD-P2-ARD-2022","2","6","6","ARD-2022-Q006","Animal Husbandry, Dairy and Poultry","Poultry housing systems","ard-poultry-housing-systems-b35c4156","d6aea732-d3f1-4b66-927a-0726fb99e654","Q.6) Pullets, which are more often used than birds of over _2.___should be placed in the cages at least__3.___ before th"
"Agriculture & Rural Development","dd3d3bf2-9da6-4525-a19f-48bf047adb35","NABARD-P2-ARD-2022","2","7","7","ARD-2022-Q007","Agricultural Economics, Credit and Marketing","Agriculture's contribution to gross value added","ard-agriculture-s-contribution-to-gross-value-added-22099611","4c8e094c-dbc6-4343-85b7-d61b4e4a89cd","Q.7) As per the Economic Survey 2021 -22, What is the Gross Value Addition (GVA) of Agriculture Sector in India’s total "
